segment_a_price_change,segment_b_price_change,portfolio_acceptance,accepted_revenue,accepted_gross_loss,cost,expected_profit
-8.000000000000000167e-02,1.266666666666666774e-01,7.465043545254853585e-01,7.029835913790348059e+02,5.216160042169617554e+02,-1.813675871620731073e+02,1.813675871620731073e+02
-7.333333333333333370e-02,1.266666666666666774e-01,7.435668610052466043e-01,7.037270544098416849e+02,5.195010088823897831e+02,-1.842260455274519586e+02,1.842260455274519586e+02
-6.666666666666667962e-02,1.266666666666666774e-01,7.405042115123875446e-01,7.043145386192666138e+02,5.172959012475312193e+02,-1.870186373717353945e+02,1.870186373717353945e+02
-6.000000000000000472e-02,1.266666666666666774e-01,7.373128719647998874e-01,7.047402188506750917e+02,5.149981367732681292e+02,-1.897420820774069341e+02,1.897420820774069341e+02
-5.333333333333333676e-02,1.266666666666666774e-01,7.339893864322539763e-01,7.049982496890219181e+02,5.126052271898350909e+02,-1.923930224991868272e+02,1.923930224991868272e+02
-4.666666666666666879e-02,1.266666666666666774e-01,7.305303982457522771e-01,7.050827881901636829e+02,5.101147556955538676e+02,-1.949680324946097869e+02,1.949680324946097869e+02
-4.000000000000000083e-02,1.266666666666666774e-01,7.269326725200645489e-01,7.049880188112000496e+02,5.075243931730586837e+02,-1.974636256381413943e+02,1.974636256381413943e+02
-3.333333333333333981e-02,1.266666666666666774e-01,7.231931200425464334e-01,7.047081805624579829e+02,5.048319153892456939e+02,-1.998762651732123174e+02,1.998762651732123174e+02
-2.666666666666667185e-02,1.266666666666666774e-01,7.193088224583398249e-01,7.042375963768388374e+02,5.020352211286169108e+02,-2.022023752482219550e+02,2.022023752482219550e+02
-2.000000000000000389e-02,1.266666666666666774e-01,7.152770586568546474e-01,7.035707046638306110e+02,4.991323511915475706e+02,-2.044383534722830404e+02,2.044383534722830404e+02
-1.333333333333333592e-02,1.266666666666666774e-01,7.110953322371831309e-01,7.027020929835255174e+02,4.961215081693841285e+02,-2.065805848141413321e+02,2.065805848141413321e+02
-6.666666666666667962e-03,1.266666666666666774e-01,7.067613999010352588e-01,7.016265337405912987e+02,4.930010768873576126e+02,-2.086254568532336862e+02,2.086254568532336862e+02
0.000000000000000000e+00,1.266666666666666774e-01,7.022733005912538129e-01,7.003390217595417653e+02,4.897696453843149698e+02,-2.105693763752267955e+02,2.105693763752267955e+02
6.666666666666667962e-03,1.266666666666666774e-01,6.976293851623727171e-01,6.988348135611347516e+02,4.864260262755205986e+02,-2.124087872856142667e+02,2.124087872856142667e+02
1.333333333333333592e-02,1.266666666666666774e-01,6.928283463375650708e-01,6.971094681158039066e+02,4.829692783216590897e+02,-2.141401897941448169e+02,2.141401897941448169e+02
2.000000000000000389e-02,1.266666666666666774e-01,6.878692486742929990e-01,6.951588888042417693e+02,4.793987280041031909e+02,-2.157601608001385785e+02,2.157601608001385785e+02
2.666666666666667185e-02,1.266666666666666774e-01,6.827515582297629670e-01,6.929793662684111268e+02,4.757139908840416069e+02,-2.172653753843695768e+02,2.172653753843695768e+02
3.333333333333332593e-02,1.266666666666666774e-01,6.774751715877008751e-01,6.905676217892037130e+02,4.719149925017568421e+02,-2.186526292874468709e+02,2.186526292874468709e+02
4.000000000000000777e-02,1.266666666666666774e-01,6.720404438809006731e-01,6.879208507807745718e+02,4.680019885528607233e+02,-2.199188622279138485e+02,2.199188622279138485e+02
4.666666666666666186e-02,1.266666666666666774e-01,6.664482154204277586e-01,6.850367659474105722e+02,4.639755840613202622e+02,-2.210611818860903668e+02,2.210611818860903668e+02
5.333333333333334370e-02,1.266666666666666774e-01,6.606998365232599202e-01,6.819136396079214819e+02,4.598367512553593883e+02,-2.220768883525621504e+02,2.220768883525621504e+02
5.999999999999999778e-02,1.266666666666666774e-01,6.547971901165687836e-01,6.785503446563757279e+02,4.555868458425417771e+02,-2.229634988138339509e+02,2.229634988138339509e+02
6.666666666666667962e-02,1.266666666666666774e-01,6.487427116897499513e-01,6.749463935979376856e+02,4.512276213752322178e+02,-2.237187722227055247e+02,2.237187722227055247e+02
7.333333333333333370e-02,1.266666666666666774e-01,6.425394061656647393e-01,6.711019750760762008e+02,4.467612413978908990e+02,-2.243407336781853019e+02,2.243407336781853019e+02
8.000000000000001554e-02,1.266666666666666774e-01,6.361908612712016131e-01,6.670179872938854260e+02,4.421902890738774090e+02,-2.248276982200080170e+02,2.248276982200080170e+02
8.666666666666666963e-02,1.266666666666666774e-01,6.297012570048887703e-01,6.626960677290251169e+02,4.375177740021321142e+02,-2.251782937268930027e+02,2.251782937268930027e+02
9.333333333333335147e-02,1.266666666666666774e-01,6.230753708264377133e-01,6.581386185500094825e+02,4.327471359536473869e+02,-2.253914825963620956e+02,2.253914825963620956e+02
1.000000000000000056e-01,1.266666666666666774e-01,6.163185782300301119e-01,6.533488271621956756e+02,4.278822452842339317e+02,-2.254665818779618007e+02,2.254665818779618007e+02
1.066666666666666874e-01,1.266666666666666774e-01,6.094368484099310646e-01,6.483306813455446900e+02,4.229273998137625767e+02,-2.254032815317820564e+02,2.254032815317820564e+02
1.133333333333333415e-01,1.266666666666666774e-01,6.024367347833308184e-01,6.430889784933874580e+02,4.178873180026104137e+02,-2.252016604907771011e+02,2.252016604907771011e+02
1.199999999999999956e-01,1.266666666666666774e-01,5.953253602005955658e-01,6.376293285220044709e+02,4.127671283030410336e+02,-2.248622002189634941e+02,2.248622002189634941e+02
1.266666666666666774e-01,1.266666666666666774e-01,5.881103967464277327e-01,6.319581500943711490e+02,4.075723546160401725e+02,-2.243857954783309197e+02,2.243857954783309197e+02
1.333333333333333315e-01,1.266666666666666774e-01,5.808000401155382075e-01,6.260826598870640964e+02,4.023088978417997623e+02,-2.237737620452643910e+02,2.237737620452643910e+02
1.400000000000000133e-01,1.266666666666666774e-01,5.734029786317507149e-01,6.200108547257084410e+02,3.969830135734728174e+02,-2.230278411522356237e+02,2.230278411522356237e+02
1.466666666666666674e-01,1.266666666666666774e-01,5.659283570681448161e-01,6.137514865197101699e+02,3.916012860476764672e+02,-2.221502004720336458e+02,2.221502004720336458e+02
1.533333333333333492e-01,1.266666666666666774e-01,5.583857355158259317e-01,6.073140300392149129e+02,3.861705985300068846e+02,-2.211434315092080283e+02,2.211434315092080283e+02
1.600000000000000033e-01,1.266666666666666774e-01,5.507850436379253534e-01,6.007086436936807559e+02,3.806981003779184789e+02,-2.200105433157622770e+02,2.200105433157622770e+02
1.666666666666666574e-01,1.266666666666666774e-01,5.431365307311384338e-01,5.939461235894071933e+02,3.751911710850318968e+02,-2.187549525043752965e+02,2.187549525043752965e+02
1.733333333333333670e-01,1.266666666666666774e-01,5.354507120971523371e-01,5.870378512597960707e+02,3.696573816685619249e+02,-2.173804695912341458e+02,2.173804695912341458e+02
1.800000000000000211e-01,1.266666666666666774e-01,5.277383122983957398e-01,5.799957355739693412e+02,3.641044538134572122e+02,-2.158912817605121290e+02,2.158912817605121290e+02
1.866666666666666752e-01,1.266666666666666774e-01,5.200102059345506067e-01,5.728321494335873467e+02,3.585402172314886684e+02,-2.142919322020986783e+02,2.142919322020986783e+02
1.933333333333333293e-01,1.266666666666666774e-01,5.122773566263451039e-01,5.655598619614173685e+02,3.529725657295807082e+02,-2.125872962318366604e+02,2.125872962318366604e+02
2.000000000000000389e-01,1.266666666666666774e-01,5.045507549297399974e-01,5.581919669657252143e+02,3.474094125080250137e+02,-2.107825544577002006e+02,2.107825544577002006e+02
2.066666666666666929e-01,1.266666666666666774e-01,4.968413559256139589e-01,5.507418085296696972e+02,3.418586452250543175e+02,-2.088831633046154934e+02,2.088831633046154934e+02
2.133333333333333470e-01,1.266666666666666774e-01,4.891600172367488453e-01,5.432229046227425897e+02,3.363280813690714695e+02,-2.068948232536710634e+02,2.068948232536710634e+02
2.200000000000000011e-01,1.266666666666666774e-01,4.815174382151019561e-01,5.356488696606365920e+02,3.308254244734856684e+02,-2.048234451871509236e+02,2.048234451871509236e+02
2.266666666666666552e-01,1.266666666666666774e-01,4.739241010183089520e-01,5.280333369500626759e+02,3.253582216917947108e+02,-2.026751152582680504e+02,2.026751152582680504e+02
2.333333333333333648e-01,1.266666666666666774e-01,4.663902142558400410e-01,5.203898819458647722e+02,3.199338232228170682e+02,-2.004560587230477609e+02,2.004560587230477609e+02
2.400000000000000189e-01,1.266666666666666774e-01,4.589256598334265913e-01,5.127319472198360018e+02,3.145593440386793986e+02,-1.981726031811566600e+02,1.981726031811566600e+02
2.466666666666666730e-01,1.266666666666666774e-01,4.515399435608662970e-01,5.050727699949920293e+02,3.092416283224359859e+02,-1.958311416725560434e+02,1.958311416725560434e+02
2.533333333333332993e-01,1.266666666666666774e-01,4.442421500150144920e-01,4.974253130373218710e+02,3.039872169694226614e+02,-1.934380960678992096e+02,1.934380960678992096e+02
2.600000000000000089e-01,1.266666666666666774e-01,4.370409020688148516e-01,4.898021996212686986e+02,2.988023184481589283e+02,-1.909998811731097703e+02,1.909998811731097703e+02
2.666666666666667185e-01,1.266666666666666774e-01,4.299443254109229229e-01,4.822156531977893223e+02,2.936927832544767512e+02,-1.885228699433125712e+02,1.885228699433125712e+02
2.733333333333333171e-01,1.266666666666666774e-01,4.229600182911888440e-01,4.746774422974591516e+02,2.886640821282682055e+02,-1.860133601691909178e+02,1.860133601691909178e+02
2.800000000000000266e-01,1.266666666666666774e-01,4.160950266373352191e-01,4.671988310985260000e+02,2.837212881374936160e+02,-1.834775429610324124e+02,1.834775429610324124e+02
2.866666666666667362e-01,1.266666666666666774e-01,4.093558245998223377e-01,4.597905359838999857e+02,2.788690626704843680e+02,-1.809214733134156177e+02,1.809214733134156177e+02
2.933333333333333348e-01,1.266666666666666774e-01,4.027483004971827985e-01,4.524626883045433487e+02,2.741116453165838607e+02,-1.783510429879594881e+02,1.783510429879594881e+02
2.999999999999999889e-01,1.266666666666666774e-01,3.962777480548513864e-01,4.452248034622186879e+02,2.694528475581052476e+02,-1.757719559041134403e+02,1.757719559041134403e+02
-1.000000000000000056e-01,1.333333333333333315e-01,7.502828958461474906e-01,6.968970804662246792e+02,5.246388919168108487e+02,-1.722581885494138589e+02,1.722581885494138589e+02
-9.333333333333333759e-02,1.333333333333333315e-01,7.476991706066438148e-01,6.980740276411522700e+02,5.227786097443681683e+02,-1.752954178967841017e+02,1.752954178967841017e+02
-8.666666666666666963e-02,1.333333333333333315e-01,7.450011710803834397e-01,6.991121546309821042e+02,5.208360500854606698e+02,-1.782761045455214060e+02,1.782761045455214060e+02
-8.000000000000000167e-02,1.333333333333333315e-01,7.421852409687375030e-01,7.000058121552402781e+02,5.188085804050756451e+02,-1.811972317501646899e+02,1.811972317501646899e+02
-7.333333333333333370e-02,1.333333333333333315e-01,7.392477474484987487e-01,7.007492751860472708e+02,5.166935850705036728e+02,-1.840556901155435412e+02,1.840556901155435412e+02
-6.666666666666667962e-02,1.333333333333333315e-01,7.361850979556396890e-01,7.013367593954720860e+02,5.144884774356452226e+02,-1.868482819598269771e+02,1.868482819598269771e+02
-6.000000000000000472e-02,1.333333333333333315e-01,7.329937584080520319e-01,7.017624396268805640e+02,5.121907129613820189e+02,-1.895717266654985167e+02,1.895717266654985167e+02
-5.333333333333333676e-02,1.333333333333333315e-01,7.296702728755061207e-01,7.020204704652273904e+02,5.097978033779489806e+02,-1.922226670872784098e+02,1.922226670872784098e+02
-4.666666666666666879e-02,1.333333333333333315e-01,7.262112846890044215e-01,7.021050089663691551e+02,5.073073318836677572e+02,-1.947976770827013695e+02,1.947976770827013695e+02
-4.000000000000000083e-02,1.333333333333333315e-01,7.226135589633166934e-01,7.020102395874055219e+02,5.047169693611725734e+02,-1.972932702262329769e+02,1.972932702262329769e+02
-3.333333333333333981e-02,1.333333333333333315e-01,7.188740064857985779e-01,7.017304013386634551e+02,5.020244915773596404e+02,-1.997059097613039000e+02,1.997059097613039000e+02
-2.666666666666667185e-02,1.333333333333333315e-01,7.149897089015919693e-01,7.012598171530443096e+02,4.992277973167308573e+02,-2.020320198363135376e+02,2.020320198363135376e+02
-2.000000000000000389e-02,1.333333333333333315e-01,7.109579451001067918e-01,7.005929254400360833e+02,4.963249273796615171e+02,-2.042679980603746230e+02,2.042679980603746230e+02
-1.333333333333333592e-02,1.333333333333333315e-01,7.067762186804353863e-01,6.997243137597309897e+02,4.933140843574980181e+02,-2.064102294022329147e+02,2.064102294022329147e+02
-6.666666666666667962e-03,1.333333333333333315e-01,7.024422863442874032e-01,6.986487545167967710e+02,4.901936530754715022e+02,-2.084551014413252688e+02,2.084551014413252688e+02
0.000000000000000000e+00,1.333333333333333315e-01,6.979541870345059573e-01,6.973612425357472375e+02,4.869622215724289163e+02,-2.103990209633183781e+02,2.103990209633183781e+02
6.666666666666667962e-03,1.333333333333333315e-01,6.933102716056249726e-01,6.958570343373403375e+02,4.836186024636344882e+02,-2.122384318737058493e+02,2.122384318737058493e+02
1.333333333333333592e-02,1.333333333333333315e-01,6.885092327808173263e-01,6.941316888920093788e+02,4.801618545097729793e+02,-2.139698343822363995e+02,2.139698343822363995e+02
2.000000000000000389e-02,1.333333333333333315e-01,6.835501351175451434e-01,6.921811095804472416e+02,4.765913041922170805e+02,-2.155898053882301610e+02,2.155898053882301610e+02
2.666666666666667185e-02,1.333333333333333315e-01,6.784324446730152225e-01,6.900015870446165991e+02,4.729065670721555534e+02,-2.170950199724611593e+02,2.170950199724611593e+02
3.333333333333332593e-02,1.333333333333333315e-01,6.731560580309530195e-01,6.875898425654091852e+02,4.691075686898707318e+02,-2.184822738755384535e+02,2.184822738755384535e+02
4.000000000000000777e-02,1.333333333333333315e-01,6.677213303241529285e-01,6.849430715569800441e+02,4.651945647409746698e+02,-2.197485068160054311e+02,2.197485068160054311e+02
4.666666666666666186e-02,1.333333333333333315e-01,6.621291018636799031e-01,6.820589867236160444e+02,4.611681602494342087e+02,-2.208908264741819494e+02,2.208908264741819494e+02
5.333333333333334370e-02,1.333333333333333315e-01,6.563807229665120646e-01,6.789358603841269542e+02,4.570293274434733348e+02,-2.219065329406537330e+02,2.219065329406537330e+02
5.999999999999999778e-02,1.333333333333333315e-01,6.504780765598210390e-01,6.755725654325812002e+02,4.527794220306557236e+02,-2.227931434019255335e+02,2.227931434019255335e+02
6.666666666666667962e-02,1.333333333333333315e-01,6.444235981330022067e-01,6.719686143741432716e+02,4.484201975633461643e+02,-2.235484168107971072e+02,2.235484168107971072e+02
7.333333333333333370e-02,1.333333333333333315e-01,6.382202926089168837e-01,6.681241958522816731e+02,4.439538175860047886e+02,-2.241703782662768845e+02,2.241703782662768845e+02
8.000000000000001554e-02,1.333333333333333315e-01,6.318717477144537575e-01,6.640402080700908982e+02,4.393828652619913555e+02,-2.246573428080995996e+02,2.246573428080995996e+02
8.666666666666666963e-02,1.333333333333333315e-01,6.253821434481409147e-01,6.597182885052305892e+02,4.347103501902460039e+02,-2.250079383149845853e+02,2.250079383149845853e+02
9.333333333333335147e-02,1.333333333333333315e-01,6.187562572696898577e-01,6.551608393262149548e+02,4.299397121417613334e+02,-2.252211271844536782e+02,2.252211271844536782e+02
1.000000000000000056e-01,1.333333333333333315e-01,6.119994646732822563e-01,6.503710479384011478e+02,4.250748214723478213e+02,-2.252962264660533833e+02,2.252962264660533833e+02
1.066666666666666874e-01,1.333333333333333315e-01,6.051177348531832090e-01,6.453529021217501622e+02,4.201199760018764664e+02,-2.252329261198736390e+02,2.252329261198736390e+02
1.133333333333333415e-01,1.333333333333333315e-01,5.981176212265829628e-01,6.401111992695929302e+02,4.150798941907243034e+02,-2.250313050788686837e+02,2.250313050788686837e+02
1.199999999999999956e-01,1.333333333333333315e-01,5.910062466438477102e-01,6.346515492982100568e+02,4.099597044911549801e+02,-2.246918448070550767e+02,2.246918448070550767e+02
1.266666666666666774e-01,1.333333333333333315e-01,5.837912831896798771e-01,6.289803708705766212e+02,4.047649308041541190e+02,-2.242154400664225022e+02,2.242154400664225022e+02
1.333333333333333315e-01,1.333333333333333315e-01,5.764809265587904630e-01,6.231048806632695687e+02,3.995014740299136520e+02,-2.236034066333559736e+02,2.236034066333559736e+02
1.400000000000000133e-01,1.333333333333333315e-01,5.690838650750029704e-01,6.170330755019139133e+02,3.941755897615867070e+02,-2.228574857403272063e+02,2.228574857403272063e+02
1.466666666666666674e-01,1.333333333333333315e-01,5.616092435113969605e-01,6.107737072959156421e+02,3.887938622357904137e+02,-2.219798450601252284e+02,2.219798450601252284e+02
1.533333333333333492e-01,1.333333333333333315e-01,5.540666219590780761e-01,6.043362508154203852e+02,3.833631747181208311e+02,-2.209730760972996109e+02,2.209730760972996109e+02
1.600000000000000033e-01,1.333333333333333315e-01,5.464659300811774978e-01,5.977308644698862281e+02,3.778906765660324254e+02,-2.198401879038538596e+02,2.198401879038538596e+02
1.666666666666666574e-01,1.333333333333333315e-01,5.388174171743905783e-01,5.909683443656126656e+02,3.723837472731457865e+02,-2.185845970924668791e+02,2.185845970924668791e+02
1.733333333333333670e-01,1.333333333333333315e-01,5.311315985404045925e-01,5.840600720360015430e+02,3.668499578566758714e+02,-2.172101141793257284e+02,2.172101141793257284e+02
1.800000000000000211e-01,1.333333333333333315e-01,5.234191987416478842e-01,5.770179563501748135e+02,3.612970300015711018e+02,-2.157209263486037116e+02,2.157209263486037116e+02
1.866666666666666752e-01,1.333333333333333315e-01,5.156910923778027511e-01,5.698543702097928190e+02,3.557327934196025581e+02,-2.141215767901902609e+02,2.141215767901902609e+02
1.933333333333333293e-01,1.333333333333333315e-01,5.079582430695972484e-01,5.625820827376228408e+02,3.501651419176946547e+02,-2.124169408199282429e+02,2.124169408199282429e+02
2.000000000000000389e-01,1.333333333333333315e-01,5.002316413729921418e-01,5.552141877419306866e+02,3.446019886961389602e+02,-2.106121990457917832e+02,2.106121990457917832e+02
2.066666666666666929e-01,1.333333333333333315e-01,4.925222423688661588e-01,5.477640293058752832e+02,3.390512214131682640e+02,-2.087128078927070760e+02,2.087128078927070760e+02
2.133333333333333470e-01,1.333333333333333315e-01,4.848409036800010452e-01,5.402451253989480620e+02,3.335206575571853591e+02,-2.067244678417626460e+02,2.067244678417626460e+02
2.200000000000000011e-01,1.333333333333333315e-01,4.771983246583541560e-01,5.326710904368420643e+02,3.280180006615995580e+02,-2.046530897752425062e+02,2.046530897752425062e+02
2.266666666666666552e-01,1.333333333333333315e-01,4.696049874615610964e-01,5.250555577262682618e+02,3.225507978799086004e+02,-2.025047598463596330e+02,2.025047598463596330e+02
2.333333333333333648e-01,1.333333333333333315e-01,4.620711006990921854e-01,5.174121027220703581e+02,3.171263994109309579e+02,-2.002857033111393434e+02,2.002857033111393434e+02
2.400000000000000189e-01,1.333333333333333315e-01,4.546065462766787357e-01,5.097541679960415877e+02,3.117519202267933451e+02,-1.980022477692482425e+02,1.980022477692482425e+02
2.466666666666666730e-01,1.333333333333333315e-01,4.472208300041184970e-01,5.020949907711975584e+02,3.064342045105498755e+02,-1.956607862606476260e+02,1.956607862606476260e+02
2.533333333333332993e-01,1.333333333333333315e-01,4.399230364582666919e-01,4.944475338135273432e+02,3.011797931575366079e+02,-1.932677406559907922e+02,1.932677406559907922e+02
2.600000000000000089e-01,1.333333333333333315e-01,4.327217885120669960e-01,4.868244203974742277e+02,2.959948946362728748e+02,-1.908295257612013529e+02,1.908295257612013529e+02
2.666666666666667185e-01,1.333333333333333315e-01,4.256252118541751228e-01,4.792378739739948514e+02,2.908853594425906977e+02,-1.883525145314041538e+02,1.883525145314041538e+02
2.733333333333333171e-01,1.333333333333333315e-01,4.186409047344410439e-01,4.716996630736646239e+02,2.858566583163820951e+02,-1.858430047572825003e+02,1.858430047572825003e+02
2.800000000000000266e-01,1.333333333333333315e-01,4.117759130805873635e-01,4.642210518747315291e+02,2.809138643256075056e+02,-1.833071875491239950e+02,1.833071875491239950e+02
2.866666666666667362e-01,1.333333333333333315e-01,4.050367110430744821e-01,4.568127567601054579e+02,2.760616388585982577e+02,-1.807511179015072003e+02,1.807511179015072003e+02
2.933333333333333348e-01,1.333333333333333315e-01,3.984291869404349984e-01,4.494849090807488210e+02,2.713042215046978072e+02,-1.781806875760510707e+02,1.781806875760510707e+02
2.999999999999999889e-01,1.333333333333333315e-01,3.919586344981035864e-01,4.422470242384241601e+02,2.666454237462191941e+02,-1.756016004922050229e+02,1.756016004922050229e+02
-1.000000000000000056e-01,1.400000000000000133e-01,7.459532685702701116e-01,6.938580762803335347e+02,5.218246341874904601e+02,-1.720334420928431314e+02,1.720334420928431314e+02
-9.333333333333333759e-02,1.400000000000000133e-01,7.433695433307664358e-01,6.950350234552611255e+02,5.199643520150477798e+02,-1.750706714402133741e+02,1.750706714402133741e+02
-8.666666666666666963e-02,1.400000000000000133e-01,7.406715438045060607e-01,6.960731504450909597e+02,5.180217923561403950e+02,-1.780513580889506784e+02,1.780513580889506784e+02
-8.000000000000000167e-02,1.400000000000000133e-01,7.378556136928601239e-01,6.969668079693492473e+02,5.159943226757552566e+02,-1.809724852935939623e+02,1.809724852935939623e+02
-7.333333333333333370e-02,1.400000000000000133e-01,7.349181201726213697e-01,6.977102710001561263e+02,5.138793273411833979e+02,-1.838309436589727852e+02,1.838309436589727852e+02
-6.666666666666667962e-02,1.400000000000000133e-01,7.318554706797623099e-01,6.982977552095810552e+02,5.116742197063248341e+02,-1.866235355032562211e+02,1.866235355032562211e+02
-6.000000000000000472e-02,1.400000000000000133e-01,7.286641311321746528e-01,6.987234354409895332e+02,5.093764552320617440e+02,-1.893469802089277891e+02,1.893469802089277891e+02
-5.333333333333333676e-02,1.400000000000000133e-01,7.253406455996287416e-01,6.989814662793363595e+02,5.069835456486287057e+02,-1.919979206307076538e+02,1.919979206307076538e+02
-4.666666666666666879e-02,1.400000000000000133e-01,7.218816574131270425e-01,6.990660047804781243e+02,5.044930741543474824e+02,-1.945729306261306419e+02,1.945729306261306419e+02
-4.000000000000000083e-02,1.400000000000000133e-01,7.182839316874393143e-01,6.989712354015144911e+02,5.019027116318522985e+02,-1.970685237696622494e+02,1.970685237696622494e+02
-3.333333333333333981e-02,1.400000000000000133e-01,7.145443792099211988e-01,6.986913971527724243e+02,4.992102338480392518e+02,-1.994811633047331725e+02,1.994811633047331725e+02
-2.666666666666667185e-02,1.400000000000000133e-01,7.106600816257145903e-01,6.982208129671532788e+02,4.964135395874104688e+02,-2.018072733797428100e+02,2.018072733797428100e+02
-2.000000000000000389e-02,1.400000000000000133e-01,7.066283178242294127e-01,6.975539212541450524e+02,4.935106696503411285e+02,-2.040432516038038671e+02,2.040432516038038671e+02
-1.333333333333333592e-02,1.400000000000000133e-01,7.024465914045578963e-01,6.966853095738399588e+02,4.904998266281777433e+02,-2.061854829456621871e+02,2.061854829456621871e+02
-6.666666666666667962e-03,1.400000000000000133e-01,6.981126590684100242e-01,6.956097503309057402e+02,4.873793953461512274e+02,-2.082303549847545412e+02,2.082303549847545412e+02
0.000000000000000000e+00,1.400000000000000133e-01,6.936245597586285783e-01,6.943222383498562067e+02,4.841479638431085277e+02,-2.101742745067476505e+02,2.101742745067476505e+02
6.666666666666667962e-03,1.400000000000000133e-01,6.889806443297474825e-01,6.928180301514491930e+02,4.808043447343142134e+02,-2.120136854171350933e+02,2.120136854171350933e+02
1.333333333333333592e-02,1.400000000000000133e-01,6.841796055049398362e-01,6.910926847061183480e+02,4.773475967804527045e+02,-2.137450879256656719e+02,2.137450879256656719e+02
2.000000000000000389e-02,1.400000000000000133e-01,6.792205078416677644e-01,6.891421053945562107e+02,4.737770464628968057e+02,-2.153650589316594051e+02,2.153650589316594051e+02
2.666666666666667185e-02,1.400000000000000133e-01,6.741028173971377324e-01,6.869625828587255683e+02,4.700923093428351649e+02,-2.168702735158904034e+02,2.168702735158904034e+02
3.333333333333332593e-02,1.400000000000000133e-01,6.688264307550756405e-01,6.845508383795181544e+02,4.662933109605504569e+02,-2.182575274189676975e+02,2.182575274189676975e+02
4.000000000000000777e-02,1.400000000000000133e-01,6.633917030482754384e-01,6.819040673710890132e+02,4.623803070116542813e+02,-2.195237603594346751e+02,2.195237603594346751e+02
4.666666666666666186e-02,1.400000000000000133e-01,6.577994745878025240e-01,6.790199825377250136e+02,4.583539025201138202e+02,-2.206660800176111934e+02,2.206660800176111934e+02
5.333333333333334370e-02,1.400000000000000133e-01,6.520510956906346856e-01,6.758968561982359233e+02,4.542150697141529463e+02,-2.216817864840830055e+02,2.216817864840830055e+02
5.999999999999999778e-02,1.400000000000000133e-01,6.461484492839435489e-01,6.725335612466901694e+02,4.499651643013353350e+02,-2.225683969453547775e+02,2.225683969453547775e+02
6.666666666666667962e-02,1.400000000000000133e-01,6.400939708571247166e-01,6.689296101882521270e+02,4.456059398340257758e+02,-2.233236703542263797e+02,2.233236703542263797e+02
7.333333333333333370e-02,1.400000000000000133e-01,6.338906653330395047e-01,6.650851916663906422e+02,4.411395598566845138e+02,-2.239456318097061569e+02,2.239456318097061569e+02
8.000000000000001554e-02,1.400000000000000133e-01,6.275421204385763785e-01,6.610012038841998674e+02,4.365686075326709670e+02,-2.244325963515288436e+02,2.244325963515288436e+02
8.666666666666666963e-02,1.400000000000000133e-01,6.210525161722635357e-01,6.566792843193395584e+02,4.318960924609257290e+02,-2.247831918584138293e+02,2.247831918584138293e+02
9.333333333333335147e-02,1.400000000000000133e-01,6.144266299938124787e-01,6.521218351403239240e+02,4.271254544124409449e+02,-2.249963807278829506e+02,2.249963807278829506e+02
1.000000000000000056e-01,1.400000000000000133e-01,6.076698373974048772e-01,6.473320437525101170e+02,4.222605637430275465e+02,-2.250714800094826273e+02,2.250714800094826273e+02
1.066666666666666874e-01,1.400000000000000133e-01,6.007881075773058299e-01,6.423138979358591314e+02,4.173057182725561916e+02,-2.250081796633028830e+02,2.250081796633028830e+02
1.133333333333333415e-01,1.400000000000000133e-01,5.937879939507055838e-01,6.370721950837018994e+02,4.122656364614040285e+02,-2.248065586222979277e+02,2.248065586222979277e+02
1.199999999999999956e-01,1.400000000000000133e-01,5.866766193679703312e-01,6.316125451123189123e+02,4.071454467618345916e+02,-2.244670983504843491e+02,2.244670983504843491e+02
1.266666666666666774e-01,1.400000000000000133e-01,5.794616559138024980e-01,6.259413666846855904e+02,4.019506730748337304e+02,-2.239906936098517463e+02,2.239906936098517463e+02
1.333333333333333315e-01,1.400000000000000133e-01,5.721512992829129729e-01,6.200658764773785379e+02,3.966872163005933771e+02,-2.233786601767852176e+02,2.233786601767852176e+02
1.400000000000000133e-01,1.400000000000000133e-01,5.647542377991254803e-01,6.139940713160228825e+02,3.913613320322663753e+02,-2.226327392837564503e+02,2.226327392837564503e+02
1.466666666666666674e-01,1.400000000000000133e-01,5.572796162355195815e-01,6.077347031100246113e+02,3.859796045064700820e+02,-2.217550986035545009e+02,2.217550986035545009e+02
1.533333333333333492e-01,1.400000000000000133e-01,5.497369946832006971e-01,6.012972466295293543e+02,3.805489169888004426e+02,-2.207483296407288833e+02,2.207483296407288833e+02
1.600000000000000033e-01,1.400000000000000133e-01,5.421363028053001187e-01,5.946918602839951973e+02,3.750764188367120369e+02,-2.196154414472831320e+02,2.196154414472831320e+02
1.666666666666666574e-01,1.400000000000000133e-01,5.344877898985131992e-01,5.879293401797216347e+02,3.695694895438255116e+02,-2.183598506358961515e+02,2.183598506358961515e+02
1.733333333333333670e-01,1.400000000000000133e-01,5.268019712645271024e-01,5.810210678501105122e+02,3.640357001273555397e+02,-2.169853677227549724e+02,2.169853677227549724e+02
1.800000000000000211e-01,1.400000000000000133e-01,5.190895714657705051e-01,5.739789521642837826e+02,3.584827722722507701e+02,-2.154961798920329556e+02,2.154961798920329556e+02
1.866666666666666752e-01,1.400000000000000133e-01,5.113614651019253721e-01,5.668153660239017881e+02,3.529185356902822832e+02,-2.138968303336195049e+02,2.138968303336195049e+02
